Year,County,PDI Number,PDI,Observed,Expected,"Risk Adjusted Rate Per 100,000 People",Difference in Rates
2012,Columbia,PDI_90,Pediatric Quality Overall Composite,106.44,156.96,152.35,-50.52
2009,Columbia,PDI_91,Pediatric Quality Acute Composite,32.7,60.45,39.61,-27.75
2010,Columbia,PDI_91,Pediatric Quality Acute Composite,78.72,59.55,94.31,19.18
2011,Columbia,PDI_91,Pediatric Quality Acute Composite,11.39,54.79,13.26,-43.4
2012,Columbia,PDI_91,Pediatric Quality Acute Composite,21.29,48.35,25.5,-27.07
2009,Columbia,PDI_92,Pediatric Quality Chronic Composite,43.6,130.87,64.71,-87.27
2010,Columbia,PDI_92,Pediatric Quality Chronic Composite,22.49,106.68,34.62,-84.19
2011,Columbia,PDI_92,Pediatric Quality Chronic Composite,56.94,114.17,83.51,-57.23
2012,Columbia,PDI_92,Pediatric Quality Chronic Composite,85.15,108.61,130.74,-23.46
2009,Cortland,PDI_14,Asthma,42.25,130.55,78.59,-88.3
2010,Cortland,PDI_14,Asthma,0,107.24,0,-107.24
2011,Cortland,PDI_14,Asthma,53.02,108.34,100.95,-55.32
2012,Cortland,PDI_14,Asthma,89.44,106.44,176.77,-17.01
2009,Cortland,PDI_15,Diabetes Short-term Complications,14.46,23.08,17.37,-8.61
2010,Cortland,PDI_15,Diabetes Short-term Complications,44.25,20.58,53.18,23.67
2011,Cortland,PDI_15,Diabetes Short-term Complications,43.43,21.53,50.32,21.9
2012,Cortland,PDI_15,Diabetes Short-term Complications,0,19.13,0,-19.13
2009,Cortland,PDI_16,Gastroenteritis,60.1,109.41,71.59,-49.31
2010,Cortland,PDI_16,Gastroenteritis,10.17,73.59,14.17,-63.42
2011,Cortland,PDI_16,Gastroenteritis,80.53,80.73,99.53,-0.2
2012,Cortland,PDI_16,Gastroenteritis,66.06,62.57,92.79,3.49
2009,Cortland,PDI_18,Urinary Tract Infection,20.03,29.55,29.66,-9.52
2010,Cortland,PDI_18,Urinary Tract Infection,30.51,29.78,43.12,0.73
2011,Cortland,PDI_18,Urinary Tract Infection,40.27,27.84,57.21,12.43
2012,Cortland,PDI_18,Urinary Tract Infection,66.06,26.18,85.85,39.88
2009,Cortland,PDI_90,Pediatric Quality Overall Composite,86.78,169.13,137.23,-82.35
2010,Cortland,PDI_90,Pediatric Quality Overall Composite,88.5,147.85,141,-59.35
2011,Cortland,PDI_90,Pediatric Quality Overall Composite,130.3,150.01,200.85,-19.7
2012,Cortland,PDI_90,Pediatric Quality Overall Composite,134.5,134.45,224.75,0.05
2009,Cortland,PDI_91,Pediatric Quality Acute Composite,43.39,58.84,54,-15.45
2010,Cortland,PDI_91,Pediatric Quality Acute Composite,44.25,58.07,54.36,-13.82
2011,Cortland,PDI_91,Pediatric Quality Acute Composite,43.43,53.53,51.76,-10.09
2012,Cortland,PDI_91,Pediatric Quality Acute Composite,53.8,45.54,68.41,8.26
2009,Cortland,PDI_92,Pediatric Quality Chronic Composite,43.39,110.29,76.41,-66.9
2010,Cortland,PDI_92,Pediatric Quality Chronic Composite,44.25,89.77,80.94,-45.53
2011,Cortland,PDI_92,Pediatric Quality Chronic Composite,86.87,96.48,150.76,-9.61
2012,Cortland,PDI_92,Pediatric Quality Chronic Composite,80.7,88.9,151.37,-8.2
2009,Delaware,PDI_14,Asthma,46.68,132.91,85.29,-86.23
2010,Delaware,PDI_14,Asthma,59.32,109.58,111.39,-50.26
2011,Delaware,PDI_14,Asthma,119.79,109.66,225.34,10.13
2012,Delaware,PDI_14,Asthma,44.12,104.53,88.79,-60.41
2009,Delaware,PDI_15,Diabetes Short-term Complications,0,24.37,0,-24.37
2010,Delaware,PDI_15,Diabetes Short-term Complications,0,21.54,0,-21.54
2011,Delaware,PDI_15,Diabetes Short-term Complications,0,22.56,0,-22.56
2012,Delaware,PDI_15,Diabetes Short-term Complications,14.81,19.22,18.29,-4.41
2009,Delaware,PDI_16,Gastroenteritis,55.48,105.9,68.27,-50.43
2010,Delaware,PDI_16,Gastroenteritis,22.54,74.44,31.05,-51.89
2011,Delaware,PDI_16,Gastroenteritis,68.23,81.2,83.83,-12.97
2012,Delaware,PDI_16,Gastroenteritis,31.42,61.06,45.22,-29.64
2009,Delaware,PDI_18,Urinary Tract Infection,55.48,29.86,81.27,25.61
2010,Delaware,PDI_18,Urinary Tract Infection,0,30.92,0,-30.92
2011,Delaware,PDI_18,Urinary Tract Infection,0,28.56,0,-28.56
2012,Delaware,PDI_18,Urinary Tract Infection,10.47,25.34,14.06,-14.87
2009,Delaware,PDI_90,Pediatric Quality Overall Composite,108.76,172.64,168.5,-63.88
2010,Delaware,PDI_90,Pediatric Quality Overall Composite,47.93,151.06,74.74,-103.13
2011,Delaware,PDI_90,Pediatric Quality Overall Composite,162.34,150.63,249.19,11.71
2012,Delaware,PDI_90,Pediatric Quality Overall Composite,59.23,131.97,100.84,-72.74
2009,Delaware,PDI_91,Pediatric Quality Acute Composite,62.15,58.89,77.28,3.26
2010,Delaware,PDI_91,Pediatric Quality Acute Composite,15.98,58.53,19.47,-42.56
2011,Delaware,PDI_91,Pediatric Quality Acute Composite,32.47,53.37,38.8,-20.9
2012,Delaware,PDI_91,Pediatric Quality Acute Composite,29.62,44.69,38.37,-15.08
2009,Delaware,PDI_92,Pediatric Quality Chronic Composite,46.61,113.75,79.6,-67.13
2010,Delaware,PDI_92,Pediatric Quality Chronic Composite,31.95,92.53,56.71,-60.57
2011,Delaware,PDI_92,Pediatric Quality Chronic Composite,129.87,97.27,223.57,32.6
2012,Delaware,PDI_92,Pediatric Quality Chronic Composite,29.62,87.28,56.59,-57.66
2009,Dutchess,PDI_14,Asthma,192.58,182.62,256.08,9.96
2010,Dutchess,PDI_14,Asthma,135.2,153.83,180.85,-18.63
2011,Dutchess,PDI_14,Asthma,138.54,155.04,184.34,-16.49
2012,Dutchess,PDI_14,Asthma,144.19,162.14,187.09,-17.95
2009,Dutchess,PDI_15,Diabetes Short-term Complications,10.75,26.45,11.27,-15.7
2010,Dutchess,PDI_15,Diabetes Short-term Complications,13.22,23.58,13.87,-10.35
2011,Dutchess,PDI_15,Diabetes Short-term Complications,17.38,24.23,17.89,-6.85
2012,Dutchess,PDI_15,Diabetes Short-term Complications,20.53,22.92,21.27,-2.38
2009,Dutchess,PDI_16,Gastroenteritis,135.39,113.8,155.06,21.59
2010,Dutchess,PDI_16,Gastroenteritis,71.62,84.6,86.8,-12.98
2011,Dutchess,PDI_16,Gastroenteritis,78.56,86.14,90.99,-7.58
2012,Dutchess,PDI_16,Gastroenteritis,52.86,73.73,63.01,-20.87
2009,Dutchess,PDI_18,Urinary Tract Infection,31.95,36.22,38.58,-4.28
2010,Dutchess,PDI_18,Urinary Tract Infection,15.57,35.59,18.41,-20.02
2011,Dutchess,PDI_18,Urinary Tract Infection,16.94,33.29,20.13,-16.34
2012,Dutchess,PDI_18,Urinary Tract Infection,23.49,30.29,26.39,-6.8
2009,Dutchess,PDI_90,Pediatric Quality Overall Composite,199.94,218.81,244.39,-18.87
2010,Dutchess,PDI_90,Pediatric Quality Overall Composite,143.24,193.02,174.81,-49.78
2011,Dutchess,PDI_90,Pediatric Quality Overall Composite,173.76,192.36,208.87,-18.6
2012,Dutchess,PDI_90,Pediatric Quality Overall Composite,182.73,189.25,216.92,-6.53
2009,Dutchess,PDI_91,Pediatric Quality Acute Composite,68.8,66.22,76.09,2.58
2010,Dutchess,PDI_91,Pediatric Quality Acute Composite,37.46,64.49,41.44,-27.02
2011,Dutchess,PDI_91,Pediatric Quality Acute Composite,45.61,58.65,49.6,-13.04
2012,Dutchess,PDI_91,Pediatric Quality Acute Composite,53.38,53.35,57.95,0.04
2009,Dutchess,PDI_92,Pediatric Quality Chronic Composite,131.14,152.59,166.93,-21.45
2010,Dutchess,PDI_92,Pediatric Quality Chronic Composite,105.78,128.54,135.14,-22.76
2011,Dutchess,PDI_92,Pediatric Quality Chronic Composite,128.15,133.71,160.48,-5.56
2012,Dutchess,PDI_92,Pediatric Quality Chronic Composite,129.35,135.91,158.71,-6.56
2009,Erie,PDI_14,Asthma,257.05,201.31,310.07,55.74
2010,Erie,PDI_14,Asthma,202.78,170.51,244.71,32.26
2011,Erie,PDI_14,Asthma,141.51,173.63,168.12,-32.12
2012,Erie,PDI_14,Asthma,134.59,178.44,158.69,-43.85
2009,Erie,PDI_15,Diabetes Short-term Complications,32.67,27.6,32.81,5.07
2010,Erie,PDI_15,Diabetes Short-term Complications,37.76,24.84,37.6,12.92
2011,Erie,PDI_15,Diabetes Short-term Complications,35.28,25.22,34.89,10.05
2012,Erie,PDI_15,Diabetes Short-term Complications,34.89,23.4,35.4,11.49
2009,Erie,PDI_16,Gastroenteritis,144.62,115.01,163.89,29.61
2010,Erie,PDI_16,Gastroenteritis,83.49,86.12,99.41,-2.63
2011,Erie,PDI_16,Gastroenteritis,106.81,88.83,119.96,17.98
2012,Erie,PDI_16,Gastroenteritis,59.07,74.03,70.13,-14.95
2009,Erie,PDI_18,Urinary Tract Infection,31.17,34.81,39.18,-3.63
2010,Erie,PDI_18,Urinary Tract Infection,23.34,34.12,28.79,-10.78
2011,Erie,PDI_18,Urinary Tract Infection,23.04,31.89,28.57,-8.85
2012,Erie,PDI_18,Urinary Tract Infection,25.03,29.06,29.31,-4.03
2009,Erie,PDI_90,Pediatric Quality Overall Composite,270.78,230.5,314.21,40.29
2010,Erie,PDI_90,Pediatric Quality Overall Composite,225.83,204.72,259.84,21.11
2011,Erie,PDI_90,Pediatric Quality Overall Composite,168.13,203.76,190.79,-35.63
2012,Erie,PDI_90,Pediatric Quality Overall Composite,154.51,198.08,175.25,-43.57
2009,Erie,PDI_91,Pediatric Quality Acute Composite,58.8,65.85,65.4,-7.04
2010,Erie,PDI_91,Pediatric Quality Acute Composite,49.61,64.71,54.69,-15.11
2011,Erie,PDI_91,Pediatric Quality Acute Composite,48.04,58.11,52.72,-10.07
2012,Erie,PDI_91,Pediatric Quality Acute Composite,32.75,52.35,36.23,-19.6
2009,Erie,PDI_92,Pediatric Quality Chronic Composite,211.98,164.65,250.06,47.33
2010,Erie,PDI_92,Pediatric Quality Chronic Composite,176.22,140.01,206.69,36.21
2011,Erie,PDI_92,Pediatric Quality Chronic Composite,120.09,145.65,138.06,-25.56
2012,Erie,PDI_92,Pediatric Quality Chronic Composite,121.76,145.73,139.33,-23.97
2009,Essex,PDI_14,Asthma,58.96,122.47,116.91,-63.51
2010,Essex,PDI_14,Asthma,75.49,99.09,156.78,-23.59
2011,Essex,PDI_14,Asthma,30.25,100.55,62.06,-70.3
2012,Essex,PDI_14,Asthma,82.71,98.12,177.36,-15.41
2009,Essex,PDI_15,Diabetes Short-term Complications,40.16,23.15,48.09,17.01
2010,Essex,PDI_15,Diabetes Short-term Complications,62.51,20.53,75.3,41.98
2011,Essex,PDI_15,Diabetes Short-term Complications,0,21.37,0,-21.37
2012,Essex,PDI_15,Diabetes Short-term Complications,37.73,18.72,47.84,19.01
2009,Essex,PDI_16,Gastroenteritis,28.16,106.43,34.48,-78.27
2010,Essex,PDI_16,Gastroenteritis,28.81,71.69,41.21,-42.87
2011,Essex,PDI_16,Gastroenteritis,43.23,80.48,53.59,-37.25
2012,Essex,PDI_16,Gastroenteritis,39.42,60.04,57.7,-20.63
2009,Essex,PDI_18,Urinary Tract Infection,14.08,29.58,20.83,-15.5
2010,Essex,PDI_18,Urinary Tract Infection,14.41,29.56,20.51,-15.15
2011,Essex,PDI_18,Urinary Tract Infection,0,27.62,0,-27.62
2012,Essex,PDI_18,Urinary Tract Infection,13.14,24.9,17.95,-11.76
2009,Essex,PDI_90,Pediatric Quality Overall Composite,80.32,158.94,135.16,-78.62
2010,Essex,PDI_90,Pediatric Quality Overall Composite,125.03,136.75,215.36,-11.72
2011,Essex,PDI_90,Pediatric Quality Overall Composite,20.9,138.19,34.97,-117.29
2012,Essex,PDI_90,Pediatric Quality Overall Composite,75.46,124.42,136.26,-48.96
2009,Essex,PDI_91,Pediatric Quality Acute Composite,40.16,57.94,50.76,-17.78
2010,Essex,PDI_91,Pediatric Quality Acute Composite,20.84,56.34,26.39,-35.5
2011,Essex,PDI_91,Pediatric Quality Acute Composite,0,52.07,0,-52.07
2012,Essex,PDI_91,Pediatric Quality Acute Composite,0,43.19,0,-43.19
2009,Essex,PDI_92,Pediatric Quality Chronic Composite,40.16,101,77.23,-60.84
2010,Essex,PDI_92,Pediatric Quality Chronic Composite,104.19,80.41,212.77,23.78
2011,Essex,PDI_92,Pediatric Quality Chronic Composite,20.9,86.12,40.63,-65.22
2012,Essex,PDI_92,Pediatric Quality Chronic Composite,75.46,81.23,154.92,-5.77
2009,Franklin,PDI_14,Asthma,99.86,166.35,145.77,-66.49
2010,Franklin,PDI_14,Asthma,67.58,140.56,98.94,-72.97
2011,Franklin,PDI_14,Asthma,56.01,149.27,77.4,-93.26
2012,Franklin,PDI_14,Asthma,62.43,177.79,73.88,-115.36
2009,Franklin,PDI_15,Diabetes Short-term Complications,30.29,27.71,30.29,2.58
2010,Franklin,PDI_15,Diabetes Short-term Complications,0,25.24,0,-25.24
2011,Franklin,PDI_15,Diabetes Short-term Complications,0,25.72,0,-25.72
2012,Franklin,PDI_15,Diabetes Short-term Complications,0,27.56,0,-27.56
2009,Franklin,PDI_16,Gastroenteritis,148.46,122.3,158.22,26.16
2010,Franklin,PDI_16,Gastroenteritis,96.64,90.44,109.56,6.2
2011,Franklin,PDI_16,Gastroenteritis,74.67,97.97,76.04,-23.3
2012,Franklin,PDI_16,Gastroenteritis,29.75,91.22,28.67,-61.46
2009,Franklin,PDI_18,Urinary Tract Infection,116.65,38.08,134,78.57
2010,Franklin,PDI_18,Urinary Tract Infection,53.69,37.75,59.86,15.94
2011,Franklin,PDI_18,Urinary Tract Infection,64,36.97,68.47,27.03
2012,Franklin,PDI_18,Urinary Tract Infection,29.75,38.96,25.98,-9.21
2009,Franklin,PDI_90,Pediatric Quality Overall Composite,318.04,208.16,408.64,109.88
2010,Franklin,PDI_90,Pediatric Quality Overall Composite,187.5,181.59,243.22,5.91
2011,Franklin,PDI_90,Pediatric Quality Overall Composite,156.37,190.89,189.41,-34.52
2012,Franklin,PDI_90,Pediatric Quality Overall Composite,86.33,209.49,92.59,-123.15
2009,Franklin,PDI_91,Pediatric Quality Acute Composite,257.46,68.2,276.45,189.26
2010,Franklin,PDI_91,Pediatric Quality Acute Composite,171.88,68.37,179.33,103.5
2011,Franklin,PDI_91,Pediatric Quality Acute Composite,109.46,64.55,108.15,44.91
2012,Franklin,PDI_91,Pediatric Quality Acute Composite,43.17,66.48,37.6,-23.31
2009,Franklin,PDI_92,Pediatric Quality Chronic Composite,60.58,139.96,84.07,-79.38
2010,Franklin,PDI_92,Pediatric Quality Chronic Composite,15.63,113.22,22.66,-97.6
2011,Franklin,PDI_92,Pediatric Quality Chronic Composite,46.91,126.34,62.18,-79.43
2012,Franklin,PDI_92,Pediatric Quality Chronic Composite,43.17,143.01,50.34,-99.84
2009,Fulton,PDI_14,Asthma,230.29,126.36,442.58,103.94
2010,Fulton,PDI_14,Asthma,225.23,105.01,441.35,120.22
2011,Fulton,PDI_14,Asthma,241.31,106.44,467.65,134.87
2012,Fulton,PDI_14,Asthma,182.04,108.63,352.56,73.41
2009,Fulton,PDI_15,Diabetes Short-term Complications,71.16,23.86,82.65,47.29
2010,Fulton,PDI_15,Diabetes Short-term Complications,24.31,20.77,28.94,3.53
2011,Fulton,PDI_15,Diabetes Short-term Complications,36.36,21.79,41.63,14.57
2012,Fulton,PDI_15,Diabetes Short-term Complications,35.17,19.04,43.86,16.14
2009,Fulton,PDI_16,Gastroenteritis,177.65,103.8,223.06,73.85
2010,Fulton,PDI_16,Gastroenteritis,171.84,72.39,243.4,99.45
2011,Fulton,PDI_16,Gastroenteritis,119.26,80.03,148.68,39.23
2012,Fulton,PDI_16,Gastroenteritis,123.87,63.23,172.16,60.63
2009,Fulton,PDI_18,Urinary Tract Infection,59.22,29.05,89.18,30.17
2010,Fulton,PDI_18,Urinary Tract Infection,42.96,29.97,60.32,12.99
2011,Fulton,PDI_18,Urinary Tract Infection,34.07,27.8,48.48,6.28
2012,Fulton,PDI_18,Urinary Tract Infection,49.55,26.31,64.07,23.24
2009,Fulton,PDI_90,Pediatric Quality Overall Composite,284.63,166.12,458.25,118.51
2010,Fulton,PDI_90,Pediatric Quality Overall Composite,340.3,143.74,557.67,196.56
2011,Fulton,PDI_90,Pediatric Quality Overall Composite,230.28,146.56,363.3,83.72
2012,Fulton,PDI_90,Pediatric Quality Overall Composite,257.94,134.32,431.43,123.62
2009,Fulton,PDI_91,Pediatric Quality Acute Composite,35.58,58.13,44.82,-22.55
2010,Fulton,PDI_91,Pediatric Quality Acute Composite,121.54,57.01,152.09,64.53
2011,Fulton,PDI_91,Pediatric Quality Acute Composite,24.24,53.24,29.04,-29
2012,Fulton,PDI_91,Pediatric Quality Acute Composite,58.62,45.62,74.42,13.01
2009,Fulton,PDI_92,Pediatric Quality Chronic Composite,249.05,107.99,447.94,141.06
2010,Fulton,PDI_92,Pediatric Quality Chronic Composite,218.77,86.73,414.2,132.03
2011,Fulton,PDI_92,Pediatric Quality Chronic Composite,206.04,93.32,369.69,112.72
2012,Fulton,PDI_92,Pediatric Quality Chronic Composite,199.32,88.7,374.71,110.62
2009,Genesee,PDI_14,Asthma,100.02,135.5,179.25,-35.48
2010,Genesee,PDI_14,Asthma,51.14,111.98,93.97,-60.84
2011,Genesee,PDI_14,Asthma,33.85,114.36,61.06,-80.51
2012,Genesee,PDI_14,Asthma,47.3,125.32,79.41,-78.02
2009,Genesee,PDI_15,Diabetes Short-term Complications,22.43,23.9,26.02,-1.47
2010,Genesee,PDI_15,Diabetes Short-term Complications,34.68,21.46,39.96,13.22
2011,Genesee,PDI_15,Diabetes Short-term Complications,34.94,22.09,39.46,12.85
2012,Genesee,PDI_15,Diabetes Short-term Complications,21.52,20.48,24.95,1.04
2009,Genesee,PDI_16,Gastroenteritis,87.44,108.32,105.21,-20.88
2010,Genesee,PDI_16,Gastroenteritis,65.03,75.35,88.49,-10.32
2011,Genesee,PDI_16,Gastroenteritis,64.36,83.94,76.5,-19.58
2012,Genesee,PDI_16,Gastroenteritis,15.01,69.59,18.96,-54.58
2009,Genesee,PDI_18,Urinary Tract Infection,55.64,30.94,78.69,24.71
2010,Genesee,PDI_18,Urinary Tract Infection,16.26,31.28,21.87,-15.02
2011,Genesee,PDI_18,Urinary Tract Infection,24.14,29.56,32.29,-5.43
2012,Genesee,PDI_18,Urinary Tract Infection,15.01,29.07,17.57,-14.06
2009,Genesee,PDI_90,Pediatric Quality Overall Composite,123.37,170.72,193.28,-47.35
2010,Genesee,PDI_90,Pediatric Quality Overall Composite,80.92,149.93,127.13,-69.01
2011,Genesee,PDI_90,Pediatric Quality Overall Composite,93.16,151.55,142.14,-58.39
2012,Genesee,PDI_90,Pediatric Quality Overall Composite,75.33,148.33,114.09,-73
2009,Genesee,PDI_91,Pediatric Quality Acute Composite,78.51,59.18,97.16,19.33
2010,Genesee,PDI_91,Pediatric Quality Acute Composite,11.56,58.53,14.09,-46.97
2011,Genesee,PDI_91,Pediatric Quality Acute Composite,34.94,54.07,41.21,-19.13
2012,Genesee,PDI_91,Pediatric Quality Acute Composite,32.28,48.45,38.58,-16.17
2009,Genesee,PDI_92,Pediatric Quality Chronic Composite,44.86,111.54,78.12,-66.68
2010,Genesee,PDI_92,Pediatric Quality Chronic Composite,69.36,91.4,124.62,-22.04
2011,Genesee,PDI_92,Pediatric Quality Chronic Composite,58.23,97.49,100.01,-39.26
2012,Genesee,PDI_92,Pediatric Quality Chronic Composite,43.04,99.88,71.87,-56.84
2009,Greene,PDI_14,Asthma,94.71,136.49,168.49,-41.79
2010,Greene,PDI_14,Asthma,54.19,110.64,100.78,-56.46
2011,Greene,PDI_14,Asthma,65.47,114,118.46,-48.53
2012,Greene,PDI_14,Asthma,31.06,115.89,56.39,-84.83
2009,Greene,PDI_15,Diabetes Short-term Complications,28.29,24.04,32.62,4.25
2010,Greene,PDI_15,Diabetes Short-term Complications,0,21.2,0,-21.2
2011,Greene,PDI_15,Diabetes Short-term Complications,29.59,22.25,33.17,7.34
2012,Greene,PDI_15,Diabetes Short-term Complications,13.94,20.28,16.32,-6.34
2009,Greene,PDI_16,Gastroenteritis,80.48,106.82,98.2,-26.34
2010,Greene,PDI_16,Gastroenteritis,31.03,74.05,42.96,-43.03
2011,Greene,PDI_16,Gastroenteritis,41.68,81.12,51.26,-39.44
2012,Greene,PDI_16,Gastroenteritis,29.69,64.94,40.18,-35.25
2009,Greene,PDI_18,Urinary Tract Infection,10.06,30.91,14.24,-20.85
2010,Greene,PDI_18,Urinary Tract Infection,31.03,30.9,42.27,0.13
2011,Greene,PDI_18,Urinary Tract Infection,0,28.84,0,-28.84
2012,Greene,PDI_18,Urinary Tract Infection,39.58,27.21,49.5,12.38
2009,Greene,PDI_90,Pediatric Quality Overall Composite,183.9,175.89,279.64,8.01
2010,Greene,PDI_90,Pediatric Quality Overall Composite,72.99,151.98,113.13,-78.99
2011,Greene,PDI_90,Pediatric Quality Overall Composite,118.36,155.9,175.55,-37.53
2012,Greene,PDI_90,Pediatric Quality Overall Composite,69.69,146.96,106.53,-77.28
2009,Greene,PDI_91,Pediatric Quality Acute Composite,70.73,60.15,86.11,10.58
2010,Greene,PDI_91,Pediatric Quality Acute Composite,43.8,58.76,53.17,-14.96
2011,Greene,PDI_91,Pediatric Quality Acute Composite,29.59,54.65,34.53,-25.06
2012,Greene,PDI_91,Pediatric Quality Acute Composite,27.88,48.05,33.59,-20.18
2009,Greene,PDI_92,Pediatric Quality Chronic Composite,113.17,115.74,189.92,-2.57
2010,Greene,PDI_92,Pediatric Quality Chronic Composite,29.2,93.23,51.43,-64.03
2011,Greene,PDI_92,Pediatric Quality Chronic Composite,88.77,101.24,146.81,-12.47
2012,Greene,PDI_92,Pediatric Quality Chronic Composite,41.81,98.91,70.49,-57.1
2009,Hamilton,PDI_14,Asthma,0,134.14,0,-134.14
2010,Hamilton,PDI_14,Asthma,0,103.71,0,-103.71
2011,Hamilton,PDI_14,Asthma,0,103.42,0,-103.42
2012,Hamilton,PDI_14,Asthma,0,122.96,0,-122.96
2009,Hamilton,PDI_15,Diabetes Short-term Complications,0,23.44,0,-23.44
2010,Hamilton,PDI_15,Diabetes Short-term Complications,0,20.52,0,-20.52
2011,Hamilton,PDI_15,Diabetes Short-term Complications,0,21.68,0,-21.68
2012,Hamilton,PDI_15,Diabetes Short-term Complications,0,19.76,0,-19.76
2009,Hamilton,PDI_16,Gastroenteritis,240.96,105.61,297.37,135.35
2010,Hamilton,PDI_16,Gastroenteritis,0,70.81,0,-70.81
2011,Hamilton,PDI_16,Gastroenteritis,0,75.62,0,-75.62
2012,Hamilton,PDI_16,Gastroenteritis,0,62.29,0,-62.29
2009,Hamilton,PDI_18,Urinary Tract Infection,0,29.73,0,-29.73
2010,Hamilton,PDI_18,Urinary Tract Infection,0,29.11,0,-29.11
2011,Hamilton,PDI_18,Urinary Tract Infection,0,26.55,0,-26.55
2012,Hamilton,PDI_18,Urinary Tract Infection,0,25.11,0,-25.11
2009,Hamilton,PDI_90,Pediatric Quality Overall Composite,0,175.45,0,-175.45
2010,Hamilton,PDI_90,Pediatric Quality Overall Composite,0,144.11,0,-144.11
2011,Hamilton,PDI_90,Pediatric Quality Overall Composite,0,144.57,0,-144.57
2012,Hamilton,PDI_90,Pediatric Quality Overall Composite,0,143.38,0,-143.38
2009,Hamilton,PDI_91,Pediatric Quality Acute Composite,0,59.69,0,-59.69
2010,Hamilton,PDI_91,Pediatric Quality Acute Composite,0,57.18,0,-57.18
2011,Hamilton,PDI_91,Pediatric Quality Acute Composite,0,52.99,0,-52.99
2012,Hamilton,PDI_91,Pediatric Quality Acute Composite,0,46.5,0,-46.5
2009,Hamilton,PDI_92,Pediatric Quality Chronic Composite,0,115.76,0,-115.76
2010,Hamilton,PDI_92,Pediatric Quality Chronic Composite,0,86.92,0,-86.92
2011,Hamilton,PDI_92,Pediatric Quality Chronic Composite,0,91.57,0,-91.57
2012,Hamilton,PDI_92,Pediatric Quality Chronic Composite,0,96.88,0,-96.88
2009,Herkimer,PDI_14,Asthma,48.31,125.61,93.39,-77.31
2010,Herkimer,PDI_14,Asthma,73.75,102.78,147.65,-29.03
2011,Herkimer,PDI_14,Asthma,15.9,102.83,31.89,-86.94
2012,Herkimer,PDI_14,Asthma,66.89,99.43,141.54,-32.54
2009,Herkimer,PDI_15,Diabetes Short-term Complications,22.16,22.81,26.93,-0.65
2010,Herkimer,PDI_15,Diabetes Short-term Complications,45.26,20.08,55.74,25.18
2011,Herkimer,PDI_15,Diabetes Short-term Complications,10.93,20.72,13.16,-9.79
2012,Herkimer,PDI_15,Diabetes Short-term Complications,0,17.88,0,-17.88
2009,Herkimer,PDI_16,Gastroenteritis,130.28,108.72,156.17,21.55
2010,Herkimer,PDI_16,Gastroenteritis,62.34,72.42,88.26,-10.09
2011,Herkimer,PDI_16,Gastroenteritis,68.09,80.32,84.58,-12.23
2012,Herkimer,PDI_16,Gastroenteritis,7.08,60,10.38,-52.91
2009,Herkimer,PDI_18,Urinary Tract Infection,7.66,29.79,11.26,-22.12
2010,Herkimer,PDI_18,Urinary Tract Infection,23.38,29.7,33.13,-6.32
2011,Herkimer,PDI_18,Urinary Tract Infection,45.39,27.51,65.26,17.89
2012,Herkimer,PDI_18,Urinary Tract Infection,21.25,24.62,29.37,-3.37
2009,Herkimer,PDI_90,Pediatric Quality Overall Composite,99.71,160.98,165.66,-61.27
